,Compound,Date,Negative,Neutral,Positive,Tweets Ago,User,text
132,0.0,Thu Oct 18 17:30:00 +0000 2018,1.0,0.0,0.0,1,@CBS,"Star of @thegoodfight, Christine Baranski, steps into a new role this Saturday during #MichaelJacksonHalloween! https://t.co/DEaBy8wTlX"
133,0.4215,Thu Oct 18 16:42:45 +0000 2018,0.899,0.0,0.101,1,@CBS,"@laralee24 If the Tonys have taught us anything, set it to music and it will be a lot easier to remember (and we'll remind you). 😉"
134,-0.1531,Thu Oct 18 15:07:21 +0000 2018,0.926,0.074,0.0,1,@CBS,Don’t miss Broadway's Biggest Night. The 73rd Annual #TonyAwards will return to Radio City Music Hall in NYC on Sun… https://t.co/sdIzCrzf9U
135,0.4843,Wed Oct 17 22:42:28 +0000 2018,0.784,0.0,0.216,1,@CBS,"Don't miss @Elementary_CBS star @LucyLiu as ""Conformity"" in the animated CBS special Michael Jackson's Halloween th… https://t.co/uBkeeTt45K"
136,0.0,Wed Oct 17 18:00:01 +0000 2018,1.0,0.0,0.0,1,@CBS,"Did you know @Alancumming, @KierseyClemons, and @lucastill voices will be part of #MJHalloween? Find out which othe… https://t.co/FJzSM6AgGT"
137,0.4019,Wed Oct 17 14:45:37 +0000 2018,0.886,0.0,0.114,1,@CBS,"This just in: Country superstar @garthbrooks is set to premiere his new TV special ""Garth: Live At Notre Dame"" on S… https://t.co/fh37csbIxw"
138,0.636,Wed Oct 17 13:08:31 +0000 2018,0.811,0.0,0.189,1,@CBS,RT @WorldsBestCBS: Mark your calendars! The #WorldsBest is premiering right after the Super Bowl on February 3: https://t.co/mOcLpFURB9 🏈🏆…
139,0.6114,Tue Oct 16 21:49:16 +0000 2018,0.846,0.0,0.154,1,@CBS,"RT @NCIS_CBS: When it's #NationalBossDay AND #NCIS day, there's just one thing to do... Celebrate Gibbs! What do you think makes Gibbs a gr…"
140,0.4588,Mon Oct 15 19:40:07 +0000 2018,0.85,0.0,0.15,1,@CBS,"Sixty-seven years ago, legendary CBS sitcom #ILoveLucy premiered on this day in #CBStory. What's your favorite epis… https://t.co/iOgv99L21F"
141,0.0,Mon Oct 15 17:41:20 +0000 2018,1.0,0.0,0.0,1,@CBS,RT @MagnumPICBS: Woof woof woof! (Translation: #MagnumPI is new tonight at 9/8c!) https://t.co/hBkiJUVZD3
142,0.5562,Sun Oct 14 23:29:25 +0000 2018,0.796,0.0,0.204,1,@CBS,"Hooray! #CBS Sunday schedule starting on time. All new episodes: 
#60Minutes 7:30pmET/7pmPT 
#GodFriendedMe 8:30pmE… https://t.co/XJQ40QeUS8"
143,0.0,Sun Oct 14 20:00:00 +0000 2018,1.0,0.0,0.0,1,@CBS,"Dust off your dancing shoes! Michael Jackson’s Halloween airs Saturday, Oct. 20 at 8/7c on CBS. https://t.co/o0PoEUj1Xn"
144,0.0,Sun Oct 14 15:22:32 +0000 2018,1.0,0.0,0.0,1,@CBS,RT @CBSAllAccess: Sundays were made for NFL on CBS. 🏈 https://t.co/vsod8jYeZl https://t.co/OtJL7e94BA
145,0.4466,Sat Oct 13 03:09:33 +0000 2018,0.693,0.094,0.213,1,@CBS,"DVR ALERT for Viewers in EAST/CENTRAL Time Zones, please note *possible* football delay for CBS shows on Sunday eve… https://t.co/VB9W5WaUqL"
146,0.7579,Fri Oct 12 17:59:00 +0000 2018,0.735,0.0,0.265,1,@CBS,This bonus spin was just a part of what made #PriceIsRight's Big Money Week enormous. What was your favorite moment? https://t.co/mhU50K8dJd
147,0.5093,Thu Oct 11 18:05:06 +0000 2018,0.845,0.0,0.155,1,@CBS,"RT @CBSAllAccess: Welcome to #TheTwilightZone, @justsanaa! The new series is coming to CBS All Access in 2019. 🌀 https://t.co/NdB7Vf4vdb"
148,0.4939,Wed Oct 10 20:31:12 +0000 2018,0.802,0.0,0.198,1,@CBS,"Ready to get into the Halloween spirit? An encore presentation of Michael Jackson’s Halloween will air Saturday, Oc… https://t.co/sgLdtV4SaR"
149,-0.34,Tue Oct 09 19:23:28 +0000 2018,0.893,0.107,0.0,1,@CBS,"@ira We may have accidentally offered the job already to Catherine Deneuve, thinking we were talking to you on the… https://t.co/4BgA5HgSeB"
150,0.4215,Mon Oct 08 23:48:50 +0000 2018,0.763,0.0,0.237,1,@CBS,RT @MadamSecretary: #ICYMI: A powerful moment from last night. #MadamSecretary https://t.co/MgQ11RlFmR
151,0.6696,Mon Oct 08 16:37:00 +0000 2018,0.817,0.0,0.183,1,@CBS,"RT @WorldsBestCBS: It’s the world’s best news! @JKCorden will host, and @DrewBarrymore, @RuPaul and @FaithHill will serve as judges of the…"
152,0.3612,Sun Oct 07 14:00:01 +0000 2018,0.902,0.0,0.098,1,@CBS,All the action on the gridiron from the comfort of your couch. Watch NFL on CBS LIVE today starting at 1pm ET. 🏈… https://t.co/WiXBm46gNV
153,0.0772,Sat Oct 06 21:33:36 +0000 2018,0.936,0.0,0.064,1,@CBS,"RT @CBSAllAccess: Take a first look at Spock, Number One, and Section 31’s newest recruit. #StarTrekDiscovery returns January 17, 2019. htt…"
154,0.5423,Fri Oct 05 23:30:00 +0000 2018,0.8,0.0,0.2,1,@CBS,"Viewers in Atlanta, Charlotte, Pittsburgh, and most of Michigan and Wisconsin, please take note of the DVR alert be… https://t.co/fradnBOvdk"
155,-0.3612,Fri Oct 05 20:10:09 +0000 2018,0.821,0.179,0.0,1,@CBS,"RT @MadamSecretary: Worlds collide when former Secretaries of State @HillaryClinton, @madeleine, and Colin Powell stop by #MadamSecretary f…"
156,0.0,Fri Oct 05 19:23:53 +0000 2018,1.0,0.0,0.0,1,@CBS,".@TheNeighborhood's @BethBehrs and @latelateshow may have come up with a new hit show called ""Naked Rabbi.""… https://t.co/KLsSlzgC0f"
157,-0.6808,Fri Oct 05 17:42:12 +0000 2018,0.811,0.189,0.0,1,@CBS,"RT @FBICBS: When a killer's victim survives to tell the tale, it's up to the team to catch him before he kills again. 

The first SEVEN MIN…"
158,0.5023,Fri Oct 05 16:45:23 +0000 2018,0.787,0.0,0.213,1,@CBS,But you know the CBS Fall TV that makes YOU smile. #WorldSmileDay https://t.co/JVOh5TlK0D
159,-0.3724,Fri Oct 05 16:45:22 +0000 2018,0.758,0.242,0.0,1,@CBS,Not everyone smiles at the same shows #WorldSmileDay https://t.co/XFwNIFleXf
160,0.3612,Fri Oct 05 16:45:22 +0000 2018,0.8,0.0,0.2,1,@CBS,"And smile at shows that, you know, get you. #WorldSmileDay https://t.co/9JpmKkB7Ky"
161,0.6124,Fri Oct 05 16:45:21 +0000 2018,0.667,0.0,0.333,1,@CBS,Smile at shows you’ve been meaning to smile at before #WorldSmileDay https://t.co/MWrtrX62BP
162,0.7003,Fri Oct 05 16:45:21 +0000 2018,0.58,0.0,0.42,1,@CBS,Get right back into smiling with your favorites #WorldSmileDay https://t.co/BohCiTymMO
163,0.3612,Fri Oct 05 16:45:19 +0000 2018,0.737,0.0,0.263,1,@CBS,Time to smile at new shows #WorldSmileDay https://t.co/n45SpVXuOq
164,0.4199,Fri Oct 05 16:45:19 +0000 2018,0.715,0.0,0.285,1,@CBS,Smile! CBS Fall TV is here. #WorldSmileDay https://t.co/QhmtAmJL0X
165,0.0,Thu Oct 04 17:17:46 +0000 2018,1.0,0.0,0.0,1,@CBS,"The Big Bang Theory.
Young Sheldon, Mom, Murphy Brown.
S.W.A.T. Watch them tonight.

#NationalPoetryDay"
166,-0.3875,Thu Oct 04 00:34:37 +0000 2018,0.774,0.226,0.0,1,@CBS,@shygirlsue @Ranker And we couldn't be prouder of you.😊 https://t.co/Rt9bRkv32J
167,0.0,Wed Oct 03 23:45:21 +0000 2018,1.0,0.0,0.0,1,@CBS,@suferah_khan https://t.co/hkLN6VK6WI
168,0.7906,Wed Oct 03 23:39:03 +0000 2018,0.682,0.0,0.318,1,@CBS,.@Ranker is ranking the best CBS shows of all time. Did your favorites make the list? https://t.co/D3ZrfZK0Q9
169,0.4939,Wed Oct 03 19:35:31 +0000 2018,0.849,0.0,0.151,1,@CBS,".@CrimMinds_CBS returns tonight for its 300th episode. In honor of the milestone season premiere, the cast has a me… https://t.co/o9aKkBKKtw"
170,0.6956,Wed Oct 03 17:05:20 +0000 2018,0.69,0.0,0.31,1,@CBS,".@wayansjr debuted his perfect impression of his father on @colbertlateshow but everybody, be cool, and don't tell… https://t.co/MWa9UNOORj"
171,0.8858,Tue Oct 02 21:25:29 +0000 2018,0.646,0.0,0.354,1,@CBS,RT @CBSAllAccess: It's a great day to be a fan of #TheTwilightZone! We're celebrating the 59th anniversary of the classic series AND the of…
172,0.0,Tue Oct 02 18:36:26 +0000 2018,1.0,0.0,0.0,1,@CBS,"⚡️ “Happy Together Premieres on CBS”

https://t.co/W7IvELcMcw"
173,0.1622,Tue Oct 02 17:52:53 +0000 2018,0.746,0.133,0.121,1,@CBS,"@miamicah We don't know for sure about that, but we are sure that you should be some sort of TV detective. 🙂 https://t.co/uW5aSn7jlO"
174,0.0,Tue Oct 02 16:49:34 +0000 2018,1.0,0.0,0.0,1,@CBS,"⚡️ “The Neighborhood Premieres on CBS”

https://t.co/R72l342BFE"
175,0.3182,Tue Oct 02 02:42:23 +0000 2018,0.881,0.0,0.119,1,@CBS,"RT @startrekcbs: Discover the next adventure of #StarTrekDiscovery January 2019, and catch #Starfleet at @NY_Comic_Con THIS Saturday. https…"
176,0.765,Tue Oct 02 01:10:54 +0000 2018,0.708,0.0,0.292,1,@CBS,The stars of @TheNeighborhood and @happytogether celebrated their shows' premieres on CBS tonight with a good old f… https://t.co/fu9SJzv7hZ
177,0.0,Tue Oct 02 00:01:07 +0000 2018,1.0,0.0,0.0,1,@CBS,"RT @TheNeighborhood: It's almost time! Our live Q&amp;A with the casts of #TheNeighborhood &amp; #HappyTogether is starting at 8pm ET/ 5pm PT. 

Se…"
178,0.0,Mon Oct 01 21:56:03 +0000 2018,1.0,0.0,0.0,1,@CBS,Head over to the CBS Facebook page now for the #FacebookLive with @happytogether’s @wayansjr and @TheNeighborhood’s… https://t.co/37QOrVA1sh
179,0.296,Mon Oct 01 16:33:11 +0000 2018,0.864,0.0,0.136,1,@CBS,Join @happytogether's @wayansjr and @TheNeighborhood's @iamgreenfield for a Facebook Live TODAY at 5:45p ET/2:45 PT… https://t.co/klrx7cA41H
180,-0.2263,Sun Sep 30 23:51:26 +0000 2018,0.909,0.091,0.0,1,@CBS,"Due to #NFL football game overrun, #CBS Sunday lineup is delayed in East/Central time zones ONLY. New start times:… https://t.co/zmEn7CVlUi"
181,0.6124,Sun Sep 30 17:00:00 +0000 2018,0.81,0.0,0.19,1,@CBS,The cast of @GodFriendedMe answers some heavenly questions about social media before the show premieres tonight aft… https://t.co/61Tx2GTn35
182,0.0,Sun Sep 30 14:34:18 +0000 2018,1.0,0.0,0.0,1,@CBS,RT @CBSAllAccess: Stream NFL on CBS LIVE today starting at 1pm ET on CBS All Access! 🏈 https://t.co/vsod8jYeZl https://t.co/UBp3R4UCAd
183,0.0,Fri Sep 28 22:22:01 +0000 2018,1.0,0.0,0.0,1,@CBS,"On @colbertlateshow, @TheNeighborhood's @CedEntertainer and Stephen recall the first time they met on a night when… https://t.co/vjz1zVg4sR"
184,0.0,Fri Sep 28 20:16:14 +0000 2018,1.0,0.0,0.0,1,@CBS,".@happytogether's @wayansjr, @HereIsGina &amp; @latelateshow discuss the pros and cons of living with a pop star. Con:… https://t.co/PLXFxfheW7"
185,0.0,Fri Sep 28 17:52:41 +0000 2018,1.0,0.0,0.0,1,@CBS,"If you haven't seen @SEALTeamCBS, make it your mission to know them before the #SEALTeam Season 2 premiere October… https://t.co/NhCPI3lZSV"
186,0.0,Fri Sep 28 16:51:50 +0000 2018,1.0,0.0,0.0,1,@CBS,"⚡️ “Murphy Brown Returns to CBS”

https://t.co/3vsAg7WcB1"
187,0.0,Thu Sep 27 20:19:18 +0000 2018,1.0,0.0,0.0,1,@CBS,.@TheNeighborhood's @iamgreenfield revealing his Fiddler on the Roof goals on @latelateshow will be the earworm you… https://t.co/swbh8HPwA1
188,0.0,Thu Sep 27 20:01:53 +0000 2018,1.0,0.0,0.0,1,@CBS,RT @MurphyBrownCBS: A moment 20 years in the making all comes down to this. #MurphyBrown returns to @CBS tonight! https://t.co/tWSMFM3YbG
189,0.0,Thu Sep 27 17:19:16 +0000 2018,1.0,0.0,0.0,1,@CBS,"Candice Bergen tells @colbertlateshow the presidential way tonight's @MurphyBrownCBS premiere imitates life, albeit… https://t.co/4Kbk8gt6nS"
190,-0.34,Thu Sep 27 16:58:08 +0000 2018,0.581,0.25,0.169,1,@CBS,@marlagardner222 @jay_hernandez Good idea. The theme song is a dead giveaway. 😉
191,0.0,Thu Sep 27 00:44:13 +0000 2018,1.0,0.0,0.0,1,@CBS,@queenmama7777 @CBSAllAccess We believe in you! https://t.co/ZK0xaPRxVr
192,0.0,Thu Sep 27 00:42:15 +0000 2018,1.0,0.0,0.0,1,@CBS,@BSkyjackcity @jokersupdates @CBSAllAccess On it. https://t.co/yxKX9ry7fw
193,0.1139,Wed Sep 26 21:49:27 +0000 2018,0.929,0.0,0.071,1,@CBS,Sixteen houseguests entered and now it's down to the Final 3. Don't miss a second of the 90-minute #BB20Finale toni… https://t.co/KwDHR9Hfqu
194,0.6249,Wed Sep 26 19:57:54 +0000 2018,0.779,0.0,0.221,1,@CBS,"The tribe has spoken, and they do a pretty decent @JeffProbst impression just in time for the @survivorcbs Season P… https://t.co/2Ps8VKblay"
195,0.0,Wed Sep 26 17:25:43 +0000 2018,1.0,0.0,0.0,1,@CBS,"⚡️ “FBI Premieres on CBS”

https://t.co/faL6iHZc5g"
196,-0.2714,Tue Sep 25 21:10:56 +0000 2018,0.764,0.138,0.098,1,@CBS,"RT @CBSAllAccess: A night of crime dramas?! Oh yes. 🙌 Stream @NCIS_CBS, @FBICBS &amp; @NCISNewOrleans starting at 8/7c on CBS All Access: https…"
197,-0.2263,Tue Sep 25 20:31:45 +0000 2018,0.909,0.091,0.0,1,@CBS,"Before @FBICBS premieres tonight, @mperegrym stopped by @CBSThisMorning to talk about her role as an FBI agent in t… https://t.co/CPVki4Hv8y"
198,0.0,Tue Sep 25 19:54:26 +0000 2018,1.0,0.0,0.0,1,@CBS,RT @CBSAllAccess: 🚨 @PatrickBrammall. Tim Meadows. @jessicaalba. @iamgreenfield. @AHWAmySedaris. @ChrisGethard. @JoeManganiello. AND SO MAN…
199,0.7901,Tue Sep 25 19:45:33 +0000 2018,0.709,0.0,0.291,1,@CBS,RT @bigbangtheory: Happy #NationalComicBookDay from Sheldon and his many shirts! How are you sporting your favorite superhero today? #BigBa…
200,-0.3182,Sun Oct 21 23:20:06 +0000 2018,0.688,0.19,0.122,1,@CNN,President Trump's stance on the migrant caravan could increase illegal immigration | @sam_vinograd for @CNNopinion… https://t.co/Fuo5XdMINF
201,0.0,Sun Oct 21 23:10:07 +0000 2018,1.0,0.0,0.0,1,@CNN,Human Rights Campaign calls on Trump administration not to go forward with potential rollback of transgender protec… https://t.co/4PTl2iETYA
202,0.0,Sun Oct 21 23:00:05 +0000 2018,1.0,0.0,0.0,1,@CNN,Who will be Florida’s next governor? See Republican @RonDeSantisFL and Democrat @AndrewGillum face off in a live CN… https://t.co/7eUaZ8B6Pt
203,0.4019,Sun Oct 21 22:50:06 +0000 2018,0.87,0.0,0.13,1,@CNN,"US Army Brig. Gen. Jeffrey Smiley, who oversees the NATO military advisory mission in southern Afghanistan, was wou… https://t.co/5blt71dqyL"
204,-0.296,Sun Oct 21 22:49:09 +0000 2018,0.901,0.099,0.0,1,@CNN,"RT @AnaCabrera: “This bridge, this river, they can’t stop me.” --  A migrant mother traveling with the caravan tells @BillWeirCNN about her…"
205,-0.25,Sun Oct 21 22:48:28 +0000 2018,0.9,0.1,0.0,1,@CNN,"After 24 hours stuck on a bridge between nations, the 7,000+ migrant caravan found another way. It's a 2,500-mile w… https://t.co/SloksGoyZa"
206,0.0,Sun Oct 21 22:30:07 +0000 2018,1.0,0.0,0.0,1,@CNN,"Crowds of migrants resumed their long journey north on Sunday from the Mexican border city of Ciudad Hidalgo, accor… https://t.co/G2Nlyp5FCE"
207,0.0,Sun Oct 21 22:20:05 +0000 2018,1.0,0.0,0.0,1,@CNN,Republican Sen. Ben Sasse says that ending arms sales to Saudi Arabia in response to the country's involvement in t… https://t.co/7xzJgZQEdU
208,0.6597,Sun Oct 21 22:10:07 +0000 2018,0.759,0.0,0.241,1,@CNN,'Run more Latinos': Los Angeles Democratic Mayor Eric Garcetti says the Democratic Party needs to take active steps… https://t.co/5a3YoMjpFi
209,-0.296,Sun Oct 21 22:00:18 +0000 2018,0.891,0.109,0.0,1,@CNN,It's the race for Florida’s governor that no one predicted. See Republican Ron DeSantis and Democrat Andrew Gillum… https://t.co/hRAr5PWxMX
210,-0.5267,Sun Oct 21 21:50:06 +0000 2018,0.855,0.145,0.0,1,@CNN,Tennessee Republican Sen. Bob Corker says that the US should punish Saudi Crown Prince Mohammad bin Salman if an in… https://t.co/tZlkUvjsFQ
211,-0.7351,Sun Oct 21 21:40:03 +0000 2018,0.596,0.321,0.083,1,@CNN,Treasury Secretary Steven Mnuchin will participate in a meeting to combat terrorism financing with government offic… https://t.co/kDd5dXs2ZT
212,0.0,Sun Oct 21 21:30:06 +0000 2018,1.0,0.0,0.0,1,@CNN,CNN’s @jaketapper will discuss lessons learned in Washington with Sen. Jeff Flake at CITIZEN by CNN — a day-long po… https://t.co/3ZTcbgnumm
213,0.7717,Sun Oct 21 21:20:05 +0000 2018,0.66,0.0,0.34,1,@CNN,How Mega Millions created monstrous jackpots -- but made them harder to win https://t.co/z8spKsYH75 https://t.co/FVuDF7XRBs
214,0.4588,Sun Oct 21 21:10:17 +0000 2018,0.87,0.0,0.13,1,@CNN,"Welcome to the wild, wild west. Travel to Far West Texas with #Bourdain on an all-new #PartsUnknown, Tonight at 9p… https://t.co/zqdP9vf8ki"
215,0.0,Sun Oct 21 21:00:11 +0000 2018,1.0,0.0,0.0,1,@CNN,Who will be Florida’s next governor? See Republican @RonDeSantisFL and Democrat @AndrewGillum face off in a live CN… https://t.co/k8MeTXWbDI
216,0.886,Sun Oct 21 20:50:03 +0000 2018,0.574,0.0,0.426,1,@CNN,A photographer took the perfect engagement photo at Yosemite. If only he could find the happy couple.… https://t.co/QcRFWswRZi
217,0.0,Sun Oct 21 20:40:04 +0000 2018,1.0,0.0,0.0,1,@CNN,How investors should think about the midterm elections https://t.co/XtyLxRtqQE https://t.co/4MANTdNSIU
218,-0.5106,Sun Oct 21 20:30:08 +0000 2018,0.845,0.155,0.0,1,@CNN,CNN’s @VanJones68 will discuss prison reform with senior White House adviser Jared Kushner at CITIZEN by CNN — a po… https://t.co/K3zBysF5hU
219,-0.8658,Sun Oct 21 20:20:04 +0000 2018,0.55,0.375,0.076,1,@CNN,"Rae Carruth, a former NFL player who was found guilty of conspiracy to commit murder of his girlfriend and attempti… https://t.co/hK1Nzw7ZIz"
220,-0.3612,Sun Oct 21 20:10:13 +0000 2018,0.623,0.234,0.143,1,@CNN,Behind every violent offender are the family members who must live with their loved ones’ crimes. @lisaling meets t… https://t.co/eh60CDpFgL
221,0.0,Sun Oct 21 20:00:12 +0000 2018,1.0,0.0,0.0,1,@CNN,Who will be Florida’s next governor? See Republican @RonDeSantisFL and Democrat @AndrewGillum face off in a live CN… https://t.co/hMHGIGf1c3
222,0.7003,Sun Oct 21 19:56:01 +0000 2018,0.615,0.1,0.285,1,@CNN,Tallahassee Mayor Andrew Gillum won an upset victory in the Florida Democratic gubernatorial primary. If he wins th… https://t.co/bjaUK3DouM
223,0.4215,Sun Oct 21 19:50:00 +0000 2018,0.872,0.0,0.128,1,@CNN,"At age 21, Jeramey Anderson was the youngest African-American state legislator to ever be elected in the United Sta… https://t.co/fsw4yMSyQG"
224,-0.7783,Sun Oct 21 19:40:04 +0000 2018,0.595,0.405,0.0,1,@CNN,Saudi foreign minister says killing of Khashoggi was 'tremendous mistake' https://t.co/YKv91rSZKd https://t.co/QpARspInCq
225,0.0,Sun Oct 21 19:30:07 +0000 2018,1.0,0.0,0.0,1,@CNN,CNN’s @DanaBashCNN will discuss the upcoming midterm elections with House Minority Leader Nancy Pelosi at CITIZEN b… https://t.co/LCQaRI0D7r
226,0.3252,Sun Oct 21 19:20:05 +0000 2018,0.9,0.0,0.1,1,@CNN,This pizza place doesn't deliver. But that didn't stop an employee from driving 225 miles to bring a pie to a man i… https://t.co/M7NnTtm4pz
227,-0.8625,Sun Oct 21 19:10:08 +0000 2018,0.652,0.348,0.0,1,@CNN,At least 18 people have been killed and 178 others injured after a train derailed in Yilan County in northeastern T… https://t.co/8Aob8CewVS
228,0.0,Sun Oct 21 19:00:08 +0000 2018,1.0,0.0,0.0,1,@CNN,Actress Selma Blair announces that she has been diagnosed with multiple sclerosis https://t.co/deLaMGi55V https://t.co/yHeJlrKJKl
229,-0.6908,Sun Oct 21 18:50:03 +0000 2018,0.737,0.263,0.0,1,@CNN,A video of a Coral Springs police officer hitting a 14-year-old girl during an arrest has caused outrage in a Flori… https://t.co/NWDV1ICUbR
230,0.2263,Sun Oct 21 18:40:08 +0000 2018,0.725,0.114,0.161,1,@CNN,Powerball and Mega Millions combined jackpot hits $2 billion after there were no winners Saturday… https://t.co/WQDXM45jWs
231,0.0,Sun Oct 21 18:35:03 +0000 2018,1.0,0.0,0.0,1,@CNN,CNN’s @jaketapper will discuss lessons learned in Washington with Sen. Jeff Flake at CITIZEN by CNN — a day-long po… https://t.co/mboo9nTFip
232,0.0,Sun Oct 21 18:30:18 +0000 2018,1.0,0.0,0.0,1,@CNN,Who will be Florida’s next governor? See Republican @RonDeSantisFL and Democrat @AndrewGillum face off in a live CN… https://t.co/USP9Z3OlKc
233,-0.0516,Sun Oct 21 18:20:05 +0000 2018,0.8,0.104,0.096,1,@CNN,The Los Angeles Dodgers will play in the World Series for the second year in a row after defeating the Milwaukee Br… https://t.co/7LK1Lkf7u8
234,0.0,Sun Oct 21 18:10:07 +0000 2018,1.0,0.0,0.0,1,@CNN,"As the final two weeks of campaigning begin, Democrats hold an edge in both the gubernatorial and Senate contests i… https://t.co/TQI4ZQr8dp"
235,0.1301,Sun Oct 21 18:00:14 +0000 2018,0.93,0.0,0.07,1,@CNN,"""Why don't you get out of here? Why don't you leave the entire country?"" 

Senate Majority Leader Mitch McConnell a… https://t.co/9scE5UIj6p"
236,0.0,Sun Oct 21 17:50:05 +0000 2018,1.0,0.0,0.0,1,@CNN,Republicans are looking into implementing an additional tax break for middle-income Americans ahead of the midterm… https://t.co/7o8ufBzl6E
237,-0.743,Sun Oct 21 17:40:05 +0000 2018,0.73,0.27,0.0,1,@CNN,"Police in Georgia are searching for a man suspected of killing Gwinnett County officer Antwan Toney, who was answer… https://t.co/veIW9G4MFk"
238,-0.2732,Sun Oct 21 17:30:07 +0000 2018,0.681,0.204,0.115,1,@CNN,Police say 30 people were injured when the floor of the apartment clubhouse collapsed during a party on homecoming… https://t.co/gMX5LuRmcx
239,0.0,Sun Oct 21 17:20:16 +0000 2018,1.0,0.0,0.0,1,@CNN,Who will be Florida’s next governor? See Republican @RonDeSantisFL and Democrat @AndrewGillum face off in a live CN… https://t.co/d8DmQ69jPD
240,-0.5106,Sun Oct 21 17:10:06 +0000 2018,0.845,0.155,0.0,1,@CNN,CNN’s @VanJones68 will discuss prison reform with senior White House adviser Jared Kushner at CITIZEN by CNN — a po… https://t.co/2FF2FFv9ul
241,0.128,Sun Oct 21 17:00:16 +0000 2018,0.842,0.0,0.158,1,@CNN,Recreational marijuana is now legal in Canada https://t.co/YdNac2hneE https://t.co/ZzU8GrNaGO
242,0.0,Sun Oct 21 16:30:09 +0000 2018,1.0,0.0,0.0,1,@CNN,"For the first time, a woman is leading the largest command in the US Army https://t.co/qwDQx0M8A2 https://t.co/P70iFzAs2Z"
243,0.0,Sun Oct 21 16:00:15 +0000 2018,1.0,0.0,0.0,1,@CNN,"This 2,000 foot-long floating pipe nicknamed Wilson is on a mission to collect all the plastic in the middle of the… https://t.co/dyITUXFZPj"
244,-0.3182,Sun Oct 21 15:30:15 +0000 2018,0.698,0.205,0.098,1,@CNN,"""There is no God. No one directs the universe,"" physicist Stephen Hawking says in his final book.… https://t.co/N6P4H3EIyA"
245,0.4019,Sun Oct 21 15:00:13 +0000 2018,0.844,0.0,0.156,1,@CNN,"Recreational marijuana is now legal in Canada:
- Adults will be allowed to carry and share up to 30 grams of legal… https://t.co/YUn6SkDS20"
246,0.0772,Sun Oct 21 14:30:00 +0000 2018,0.789,0.1,0.111,1,@CNN,What do you do when you meet royalty? This little boy in Australia broke the rope line to give Prince Harry a hug a… https://t.co/AYrIumABQB
247,0.25,Sun Oct 21 14:00:01 +0000 2018,0.857,0.0,0.143,1,@CNN,This luxury resort in northern Laos is a design fan's dream stay https://t.co/dDAZTkMrRH https://t.co/EtCasm2eZI
248,-0.4939,Sun Oct 21 13:30:00 +0000 2018,0.856,0.144,0.0,1,@CNN,"Caroll Spinney, the puppeteer who has portrayed Big Bird and Oscar the Grouch on ""Sesame Street"" since the program'… https://t.co/e4iGf2u7dw"
249,0.4215,Sun Oct 21 13:00:01 +0000 2018,0.877,0.0,0.123,1,@CNN,Welch's Grape Juice sales were down. Then they saw a new marketing opportunity: men in their 40s. These ads are the… https://t.co/KxGa2aRBIA
250,0.3818,Sun Oct 21 12:30:00 +0000 2018,0.885,0.0,0.115,1,@CNN,"Harry Enten helps you navigate CNN's new tool, The Forecast, which uses a vast amount of polling data and voter inf… https://t.co/OqwCnrXd1r"
251,0.0,Sun Oct 21 12:00:17 +0000 2018,1.0,0.0,0.0,1,@CNN,Build a wall? Not everyone in Texas is on board. Journey into Far West Texas with #Bourdain on an all-new… https://t.co/w9AGmHtQ3S
252,0.1027,Sun Oct 21 12:00:00 +0000 2018,0.826,0.078,0.096,1,@CNN,Watch out Bruno Mars — this robot can seriously dance. Boston Dynamics has released footage of its robotic dog Spot… https://t.co/Ba2WtEJUeO
253,0.0,Sun Oct 21 11:30:00 +0000 2018,1.0,0.0,0.0,1,@CNN,Archaeologists in Norway used ground-penetrating radar to discover a Viking ship buried two feet below the ground… https://t.co/3WqEy0aHJf
254,0.0,Sun Oct 21 11:00:00 +0000 2018,1.0,0.0,0.0,1,@CNN,This historic airliner has been trucked 300 miles on its way to becoming a hotel bar at John F. Kennedy Internation… https://t.co/VlPw1oiYyR
255,0.4767,Sun Oct 21 10:30:00 +0000 2018,0.837,0.0,0.163,1,@CNN,"Artist Andy Thomas says President Trump is ""a challenge to paint. ... All I know is he said he liked what I'd done,… https://t.co/uasy0qkbg9"
256,0.0,Sun Oct 21 10:00:08 +0000 2018,1.0,0.0,0.0,1,@CNN,A 9-year-old Canadian cashed in on the long lines for pot — and sold out her Girl Scouts cookie supply… https://t.co/eER9CjzwT1
257,0.6369,Sun Oct 21 10:00:01 +0000 2018,0.811,0.0,0.189,1,@CNN,"Love the environment and sports cars? Engineers have taken a Corvette and made it into a 220 mph, manual transmissi… https://t.co/4GetzwFs4P"
258,0.0,Sun Oct 21 09:30:10 +0000 2018,1.0,0.0,0.0,1,@CNN,A diabetic boy needed money to afford a service dog. His family's pumpkin sale raised the funds.… https://t.co/HhXSph3cjU
259,0.0,Sun Oct 21 09:30:00 +0000 2018,1.0,0.0,0.0,1,@CNN,Meet Dr. Priscilla Chan -- the woman leading what may turn out to be the biggest change agent in Silicon Valley. He… https://t.co/vhUGhS2KbI
260,-0.6705,Sun Oct 21 09:00:18 +0000 2018,0.769,0.231,0.0,1,@CNN,A lioness killed the father of her three cubs at the Indianapolis Zoo this week https://t.co/DufNvEIEII https://t.co/ijqR87ht2E
